1,0,128,56,45
1,0,173,61,45
1,5,246,80,49
1,30,294,75,40
1,29,338,95,48
1,41,382,84,51
0,195,3,12,29
0,217,0,16,26
2,212,27,28,16
2,248,24,25,15
2,238,18,25,15
2,270,26,20,37
2,225,40,23,20
2,239,41,30,21
2,244,54,33,27
2,298,165,32,21
2,298,188,21,20
2,390,224,30,22
2,319,249,33,23
2,367,239,29,21
2,292,263,26,15
2,262,273,36,32
2,367,253,36,28
2,423,271,28,19
2,425,276,29,19
2,299,284,29,18
2,308,299,35,28
2,400,243,36,27
2,279,321,38,35
2,300,344,24,31
2,303,378,20,26
2,308,402,15,31
2,316,423,20,30
2,323,443,24,27
2,328,465,40,41
2,353,501,20,9
