1,53,255,38,48
1,132,236,35,42
1,220,208,35,40
1,245,193,46,49
1,293,180,37,45
1,375,158,37,45
1,407,148,40,49
1,418,305,53,61
1,259,236,49,55
1,207,255,43,49
1,264,401,56,71
1,169,427,49,68
1,504,476,42,34
2,0,154,10,24
2,12,149,26,27
2,25,145,28,29
2,155,124,21,23
2,171,116,21,30
2,190,96,20,27
2,193,64,24,31
2,251,117,21,24
2,215,63,14,21
2,220,81,19,23
2,226,59,15,22
2,240,57,13,18
2,246,74,9,17
2,253,54,15,23
2,236,79,15,19
2,244,97,22,25
2,257,102,17,21
2,264,97,22,25
2,310,108,22,18
2,413,72,28,22
