1,207,394,62,84
1,314,378,48,74
1,414,338,54,80
1,462,330,60,76
1,521,319,48,69
1,476,402,58,77
1,406,426,52,68
2,122,244,11,20
2,124,262,13,26
2,131,240,9,23
2,138,260,10,25
2,135,228,16,28
2,142,283,10,28
2,153,275,10,24
2,157,252,22,29
2,180,246,30,33
2,196,238,36,41
2,356,221,26,29
2,347,200,25,29
2,362,198,18,25
2,378,196,16,23
2,379,217,20,28
2,401,182,25,33
2,411,139,21,31
2,434,135,23,30
2,441,161,22,28
2,449,131,18,26
2,464,130,18,25
2,471,126,18,25
2,482,126,19,28
2,460,154,17,28
2,471,151,13,26
2,476,177,15,24
2,471,193,22,25
2,486,194,17,27
2,492,189,26,29
2,477,218,24,29
2,548,207,31,25
