1,48,262,103,86
1,92,303,113,92
1,182,382,106,90
1,247,438,88,73
1,6,365,100,85
1,68,419,113,92
1,329,494,53,17
2,270,121,28,19
2,285,135,28,22
2,316,144,26,19
2,244,118,26,23
2,224,112,22,14
2,231,98,17,12
2,254,105,18,11
2,272,96,20,14
2,219,16,26,26
2,423,229,34,27
2,432,236,36,34
2,471,259,29,24
2,486,272,40,24
2,495,289,37,20
2,502,304,26,18
2,498,336,37,30
2,524,312,37,33
2,527,353,41,40
2,551,374,41,33
2,546,327,29,29
2,561,337,29,29
2,576,343,32,32
2,545,406,33,43
2,583,424,20,40
2,597,454,40,42
