0,143,188,21,20
2,136,189,29,25
2,142,211,38,36
2,179,216,22,34
2,195,185,15,30
2,181,150,8,22
2,172,180,22,30
2,206,196,10,21
2,232,184,22,38
2,275,133,24,35
2,301,143,26,37
2,305,130,31,25
2,328,137,24,34
2,346,141,24,36
2,357,144,22,35
2,369,152,21,33
2,297,177,17,30
2,319,178,22,32
2,327,176,32,37
2,345,204,14,31
2,319,220,17,29
2,307,241,15,31
2,317,246,20,36
2,334,248,15,37
2,289,278,18,32
2,376,312,34,16
2,432,317,41,27
2,559,340,44,29
1,98,432,45,76
1,165,451,42,59
1,230,444,47,66
1,367,479,46,31
