1,0,43,42,47
1,0,135,70,52
1,68,2,87,48
1,88,138,94,50
1,114,219,101,46
1,114,287,118,66
1,120,366,123,58
2,483,470,29,40
2,459,437,49,54
2,456,404,32,45
2,459,353,21,41
2,446,303,45,49
2,427,273,49,43
2,466,240,45,29
2,464,211,34,27
2,411,189,43,42
2,519,214,32,25
2,489,156,41,30
2,504,178,38,26
2,518,202,29,18
2,452,172,33,22
2,552,169,39,30
2,623,234,16,15
2,624,218,15,15
2,626,205,13,14
2,595,148,41,29
2,598,118,25,26
2,492,118,35,18
2,490,106,33,15
2,493,87,39,22
2,486,60,37,23
2,463,42,38,20
2,466,9,31,29
