2,360,140,32,25
2,353,130,34,22
2,342,107,31,25
2,337,96,35,25
2,326,82,37,28
2,318,67,37,28
2,315,62,27,21
2,304,45,37,32
2,300,11,30,24
2,288,0,31,24
2,282,23,22,29
2,247,38,30,29
2,226,43,25,32
2,166,69,27,30
2,124,85,31,25
2,101,96,25,28
2,161,104,32,27
2,176,132,29,24
2,204,113,37,35
2,189,149,30,33
2,221,139,30,27
2,228,143,35,32
2,238,160,32,22
2,241,167,37,25
2,249,178,32,24
2,251,189,35,24
2,128,232,26,14
2,125,207,34,27
2,118,201,26,20
2,109,191,32,14
2,107,172,33,24
2,102,156,34,25
2,90,131,30,23
1,468,349,47,88
1,458,475,35,35
