1,236,341,25,34
1,352,311,20,24
1,392,311,19,26
1,343,334,28,40
1,374,337,22,37
1,428,307,21,30
1,428,337,27,40
1,484,341,24,28
1,536,338,28,35
1,541,311,25,31
1,586,308,20,27
1,624,307,15,33
1,185,498,24,12
1,328,437,28,47
1,386,441,29,48
1,476,442,28,47
3,233,397,40,92
2,353,231,7,13
2,357,235,16,18
2,301,216,5,12
2,309,217,7,12
2,326,232,6,16
2,332,245,18,17
2,333,228,8,12
2,470,230,17,21
2,485,243,13,17
2,497,230,9,16
2,526,232,11,17
2,510,231,11,18
2,518,231,12,19
2,547,220,18,27
2,558,221,15,20
2,579,224,18,17
2,592,241,11,16
2,573,234,15,17
2,575,253,9,16
2,564,241,14,20
2,601,214,7,15
2,588,215,13,13
