0,601,379,15,18
2,370,383,36,32
1,499,164,38,64
1,532,0,31,24
2,255,209,23,16
2,258,223,28,16
2,273,240,30,24
2,282,250,31,23
2,287,283,35,29
2,297,297,25,20
2,299,302,35,29
2,307,314,37,30
2,316,326,38,30
2,324,340,29,23
2,335,359,32,26
2,340,369,32,27
2,267,263,19,27
2,233,274,27,28
2,213,279,23,32
2,153,305,26,28
2,113,323,28,22
2,88,332,25,28
2,190,348,36,33
2,206,370,28,25
2,215,374,33,31
2,223,391,31,20
2,223,397,38,25
2,232,406,34,24
2,234,417,35,25
2,145,336,34,30
2,159,362,31,27
2,173,378,30,32
2,74,368,30,18
2,87,388,35,24
2,94,403,34,25
2,101,419,31,22
2,110,434,36,28
2,112,460,30,17
