2,118,157,15,13
2,126,180,21,15
2,131,191,23,11
2,145,199,21,19
2,153,206,24,20
2,137,217,20,21
2,95,229,20,22
2,111,223,23,24
2,47,246,22,22
2,41,264,27,25
2,76,269,30,28
2,53,285,23,18
2,66,295,23,24
2,90,286,25,21
2,100,291,24,22
2,104,298,27,25
2,114,309,24,18
2,113,316,29,21
2,0,309,27,23
2,0,288,8,10
2,0,302,19,15
2,5,321,26,22
2,18,336,21,12
2,15,348,24,15
2,156,226,28,25
2,166,238,29,26
2,172,245,30,27
2,181,256,31,28
2,194,274,26,23
2,198,283,27,21
1,351,14,25,40
1,327,144,27,45
1,290,407,35,62
1,284,484,23,26
