0,388,0,16,19
0,412,0,16,19
2,376,20,24,18
2,411,22,28,13
2,388,30,30,21
2,403,36,31,21
2,407,49,33,30
2,455,164,28,18
2,449,183,29,19
2,558,230,18,20
2,474,249,32,26
2,525,208,26,21
2,444,261,31,20
2,414,271,34,31
2,551,247,34,25
2,519,257,34,30
2,459,301,30,22
2,452,284,28,18
2,575,276,28,20
2,574,288,37,28
2,426,320,36,33
2,446,341,28,29
2,447,369,21,29
2,451,400,16,32
2,456,423,25,33
2,463,439,28,30
2,469,466,42,43
1,30,67,94,48
1,143,116,86,42
1,153,154,91,50
1,57,172,87,50
1,62,227,89,53
1,168,231,91,42
1,185,282,89,36
1,181,320,98,49
1,188,365,100,54
